donor_id,name,age,gender,blood_type,location,latitude,longitude,last_donation_date,availability_status,health_conditions,contact_number,donation_frequency,responsiveness_score,base_availability_score
DON_000169,Donor_169,27,Male,O+,"Mumbai, India",19.067891424887897,72.86512422141085,2025-02-26,Unavailable,Hypertension,+91-9180395476,1,0.39865639106662065,0.3
DON_000170,Donor_170,32,Male,O-,"Chennai, India",13.08114178525671,80.25462338972882,2025-08-09,Unavailable,None,+91-9615507143,0,0.7911061669537638,0.0
DON_000171,Donor_171,37,Male,A+,"Mumbai, India",19.071707555797015,72.88358553269771,2025-06-24,Unavailable,Hypertension,+91-7854316681,2,0.23848538600475147,0.3
DON_000172,Donor_172,18,Male,A+,"Mumbai, India",19.07619147777416,72.87685110181498,2025-02-26,Unavailable,Cancer,+91-7656439677,3,0.5063036204573109,0.3
DON_000173,Donor_173,20,Female,O+,"Bangalore, India",12.966899578522405,77.59725878229652,2025-02-04,Available,None,+91-8605947756,3,0.16732254569572283,1.0
DON_000174,Donor_174,29,Male,A+,"Mumbai, India",19.059967395331842,72.8590346004864,2025-06-20,Available,None,+91-7693847829,2,0.7733089290774386,1.0
DON_000175,Donor_175,47,Female,O+,"Bangalore, India",12.973739038682016,77.59270586329018,2025-06-02,Available,None,+91-9316615266,1,0.17826354785397697,1.0
DON_000176,Donor_176,18,Male,B+,"Chennai, India",13.069444900883177,80.27956887390098,2025-06-22,Available,None,+91-9277851678,5,0.7189625026228729,1.0
DON_000177,Donor_177,29,Male,O+,"Mumbai, India",19.077094706040473,72.8882252894135,2024-03-30,Available,None,+91-7002456273,3,0.5465725863410978,1.0
DON_000178,Donor_178,28,Male,O+,"Chennai, India",13.094873735697517,80.27890555419008,2025-08-20,Unavailable,None,+91-9572447412,1,0.5725686210163053,0.0
DON_000179,Donor_179,31,Male,B+,"Chennai, India",13.08498576527518,80.26239555593443,2024-10-19,Available,None,+91-8392239675,5,0.7813800909475366,1.0
DON_000180,Donor_180,41,Female,B+,"Kolkata, India",22.578667230591364,88.3620680338128,2025-08-13,Unavailable,None,+91-9098545541,2,0.3773007959555529,0.0
DON_000181,Donor_181,41,Female,B+,"Kolkata, India",22.580389365035124,88.37023611540576,2025-01-19,Unavailable,Diabetes,+91-7083651970,3,0.573611869778507,0.3
DON_000182,Donor_182,36,Male,B+,"Mumbai, India",19.081006657213813,72.87819773687181,2024-11-16,Unavailable,Diabetes,+91-7480468219,1,0.2310892296854051,0.3
DON_000183,Donor_183,35,Female,O-,"Mumbai, India",19.067372242359568,72.8814657401514,2024-11-04,Available,None,+91-8558990517,1,0.458878932223062,1.0
DON_000184,Donor_184,44,Female,O+,"Bangalore, India",12.96130628491818,77.58107329714156,2025-03-21,Unavailable,Hypertension,+91-8320763135,1,0.39899055380559983,0.3
DON_000185,Donor_185,18,Female,B+,"Mumbai, India",19.07446515721044,72.88887398815903,2024-11-18,Available,None,+91-8028439863,2,0.5903308462695351,1.0
DON_000186,Donor_186,52,Male,B+,"Chennai, India",13.09783597974653,80.26456639187482,2025-08-01,Unavailable,None,+91-7248786714,1,0.21090268733339784,0.0
DON_000187,Donor_187,27,Male,B+,"Delhi, India",28.70805935675627,77.09703319915414,2025-07-10,Unavailable,None,+91-8034535593,1,0.7360333740852962,0.0
DON_000188,Donor_188,31,Male,A+,"Bangalore, India",12.9694508964485,77.59736793449325,2025-06-25,Available,None,+91-9436779490,3,0.09893372124955743,1.0
DON_000189,Donor_189,54,Female,B+,"Mumbai, India",19.074256457420972,72.88086540326609,2025-03-16,Available,None,+91-7338258951,4,0.6301585486464424,1.0
DON_000190,Donor_190,37,Male,O+,"Delhi, India",28.696262343344138,77.09559458947685,2025-01-01,Available,None,+91-7367878761,3,0.3509689406557332,1.0
DON_000191,Donor_191,24,Male,B+,"Chennai, India",13.087225314363597,80.27145955267916,2025-03-06,Available,None,+91-9087313121,0,0.2639101132888287,1.0
DON_000192,Donor_192,43,Male,A+,"Chennai, India",13.07484013967365,80.25688955396846,2024-12-22,Available,None,+91-7297265480,0,0.6579439318535536,1.0
DON_000193,Donor_193,38,Female,B+,"Bangalore, India",12.953864956660505,77.59485388420542,2025-06-30,Unavailable,Diabetes,+91-9287955558,2,0.7127222135470062,0.0
DON_000194,Donor_194,18,Male,B+,"Kolkata, India",22.580503718960518,88.36730051294569,2025-07-31,Unavailable,Diabetes,+91-7540137296,2,0.5001663860687661,0.0
DON_000195,Donor_195,41,Male,O+,"Delhi, India",28.714155352259745,77.10124545739998,2025-06-30,Unavailable,None,+91-7551437149,2,0.7751134752098277,0.0
DON_000196,Donor_196,38,Male,B+,"Kolkata, India",22.57680094490452,88.36996850593216,2024-08-09,Available,None,+91-9833608204,2,0.6283623352616753,1.0
DON_000197,Donor_197,59,Male,A+,"Mumbai, India",19.093446391732588,72.87060420145251,2025-01-19,Available,None,+91-9041322270,0,0.24573096375372946,1.0
DON_000198,Donor_198,19,Male,O+,"Bangalore, India",12.981813832954295,77.6154844277287,2025-03-05,Available,None,+91-9361388464,0,0.3002904543983381,1.0
DON_000199,Donor_199,18,Male,A+,"Chennai, India",13.085253837556744,80.27503489717449,2025-07-18,Unavailable,None,+91-7709214891,3,0.23614716571176983,0.0
DON_000200,Donor_200,25,Male,B+,"Hyderabad, India",17.387806364044902,78.50428620484195,2025-07-10,Unavailable,None,+91-8138409539,1,0.9286236001178759,0.0
DON_000201,Donor_201,39,Female,B+,"Delhi, India",28.699526983449132,77.0997429780708,2024-11-11,Available,None,+91-9266341635,3,0.36713448606866267,1.0
DON_000202,Donor_202,46,Male,A-,"Mumbai, India",19.07413228085805,72.871523908182,2025-02-13,Available,None,+91-9605301030,2,0.403464779866766,1.0
DON_000203,Donor_203,56,Female,A+,"Mumbai, India",19.09113009266004,72.88227280404615,2025-07-07,Unavailable,None,+91-8817363615,1,0.394456924745513,0.0
DON_000204,Donor_204,52,Female,A+,"Hyderabad, India",17.390414075688728,78.5011171676095,2025-04-11,Available,None,+91-7909666337,3,0.551657011364279,1.0
DON_000205,Donor_205,44,Male,A+,"Mumbai, India",19.069126156879094,72.8778561833395,2025-04-27,Unavailable,Diabetes,+91-9316259067,1,0.7078384340258242,0.3
DON_000206,Donor_206,45,Male,O+,"Chennai, India",13.074525991030928,80.26460432171164,2025-05-26,Unavailable,Hypertension,+91-9962958940,3,0.5290677733524768,0.3
DON_000207,Donor_207,22,Male,O+,"Chennai, India",13.063073743083276,80.2673736268165,2024-10-21,Unavailable,Diabetes,+91-7863937247,2,0.8028445869584028,0.3
DON_000208,Donor_208,40,Male,O+,"Chennai, India",13.094313987874315,80.26258742880863,2025-06-11,Unavailable,Anemia,+91-8338811290,6,0.33169445720562934,0.3
DON_000209,Donor_209,39,Female,O+,"Mumbai, India",19.09031366781831,72.86568696650232,2025-05-17,Available,None,+91-8713658874,0,0.4967599853772772,1.0
DON_000210,Donor_210,43,Male,A+,"Bangalore, India",12.96341571334058,77.60992367724678,2024-12-05,Available,None,+91-9884873529,5,0.5229146862202364,1.0
DON_000211,Donor_211,40,Female,B-,"Delhi, India",28.715811206310338,77.12212587190531,2025-04-07,Available,None,+91-9791205006,6,0.10447493622941839,1.0
DON_000212,Donor_212,35,Female,A+,"Delhi, India",28.709330790040024,77.11580867180368,2025-07-21,Unavailable,None,+91-8603828849,1,0.1853289846100859,0.0
DON_000213,Donor_213,45,Female,A-,"Bangalore, India",12.979252764383649,77.58994194430882,2025-04-22,Available,None,+91-8881625505,1,0.5619985236793066,1.0
DON_000214,Donor_214,33,Male,B+,"Mumbai, India",19.07853165238038,72.88590344012613,2025-03-05,Unavailable,Anemia,+91-9222971316,2,0.7595431795265507,0.3
DON_000215,Donor_215,34,Female,O+,"Delhi, India",28.688613817011362,77.08547786733921,2025-08-08,Unavailable,Tuberculosis,+91-8939118223,3,0.6161414024109095,0.0
DON_000216,Donor_216,29,Female,B+,"Delhi, India",28.699970021778565,77.09323301691153,2025-07-04,Unavailable,None,+91-7519709079,1,0.3744325929850713,0.0
DON_000217,Donor_217,34,Male,B+,"Hyderabad, India",17.367237536665336,78.46784233081246,2025-07-25,Unavailable,None,+91-8064746525,1,0.33918891368766624,0.0
DON_000218,Donor_218,30,Female,O+,"Delhi, India",28.69225639827688,77.0975061570141,2025-05-02,Unavailable,Diabetes,+91-7965067727,4,0.6725260240660117,0.3
DON_000219,Donor_219,55,Male,B+,"Hyderabad, India",17.388449450015464,78.50574136589573,2025-06-01,Unavailable,Anemia,+91-7274989148,1,0.58630802002901,0.3
DON_000220,Donor_220,54,Male,A+,"Mumbai, India",19.08041986006395,72.87339614523603,2025-03-29,Available,None,+91-8452066459,1,0.1924377169156736,1.0
DON_000221,Donor_221,39,Female,B+,"Mumbai, India",19.080683155849393,72.86667707850164,2025-05-28,Unavailable,Hypertension,+91-7090341465,1,0.3899438395638083,0.3
DON_000222,Donor_222,43,Male,O-,"Mumbai, India",19.066634936252104,72.87102220443532,2025-06-27,Unavailable,None,+91-9526766690,4,0.1380822989258208,0.0
DON_000223,Donor_223,38,Male,B+,"Chennai, India",13.071599964281141,80.27838207216632,2025-07-21,Unavailable,None,+91-9379074819,4,0.587988927050854,0.0
DON_000224,Donor_224,37,Male,B+,"Mumbai, India",19.070301670717612,72.88099508735573,2025-08-14,Unavailable,None,+91-7988335251,2,0.5775148732190558,0.0
DON_000225,Donor_225,18,Male,B+,"Hyderabad, India",17.37381725845435,78.484944360545,2025-05-23,Unavailable,Diabetes,+91-9527331058,0,0.49943182219015675,0.3
DON_000226,Donor_226,43,Male,O+,"Hyderabad, India",17.373277395471085,78.49816879199251,2025-04-09,Unavailable,Diabetes,+91-7945826486,1,0.5547733492191829,0.3
DON_000227,Donor_227,38,Male,O+,"Kolkata, India",22.568675288939392,88.3592156615172,2025-08-19,Unavailable,Diabetes,+91-7030884438,4,0.8847758363867669,0.0
DON_000228,Donor_228,21,Female,O+,"Mumbai, India",19.084247490065724,72.88586006848774,2025-07-20,Unavailable,None,+91-7304912982,2,0.15817575342272555,0.0
DON_000229,Donor_229,45,Female,A+,"Mumbai, India",19.064937064875885,72.87267724825493,2025-08-19,Unavailable,None,+91-9710566582,2,0.34411695068730946,0.0
DON_000230,Donor_230,29,Male,B+,"Hyderabad, India",17.386228434385405,78.47661335998833,2025-07-29,Unavailable,Diabetes,+91-7252860896,2,0.8986557276175973,0.0
DON_000231,Donor_231,31,Female,A+,"Kolkata, India",22.577663669775262,88.35259796275326,2024-10-15,Available,None,+91-7983297492,3,0.5416563485296142,1.0
DON_000232,Donor_232,63,Male,A-,"Mumbai, India",19.05855669280722,72.88352244477564,2025-08-08,Unavailable,None,+91-7289482182,1,0.2731332866295242,0.0
DON_000233,Donor_233,34,Male,O+,"Mumbai, India",19.07128875348182,72.85605690132152,2025-01-21,Available,None,+91-7134917627,2,0.39907814952081316,1.0
DON_000234,Donor_234,31,Male,AB+,"Delhi, India",28.685402583003047,77.09861479224817,2025-07-09,Unavailable,None,+91-8419179580,3,0.7670917391304015,0.0
DON_000235,Donor_235,37,Male,O+,"Bangalore, India",12.962529918416173,77.58873468730437,2025-05-18,Available,None,+91-7304330003,4,0.5323190943693378,1.0
DON_000236,Donor_236,37,Male,B+,"Delhi, India",28.698544532205133,77.10454389031604,2024-10-02,Unavailable,Hypertension,+91-9208283728,2,0.6096965478883747,0.3
DON_000237,Donor_237,20,Male,AB+,"Mumbai, India",19.073440694383304,72.87995264117248,2025-05-15,Available,None,+91-8022222125,2,0.3576969369332719,1.0
DON_000238,Donor_238,43,Female,B+,"Chennai, India",13.090022345071327,80.26856607781393,2025-04-06,Available,None,+91-8196050747,3,0.3259508779570395,1.0
DON_000239,Donor_239,42,Male,B+,"Delhi, India",28.70829609972024,77.11558011915662,2025-03-20,Available,None,+91-9873237671,0,0.4214257827399918,1.0
DON_000240,Donor_240,20,Female,B-,"Delhi, India",28.691168584562416,77.10822390311176,2024-11-18,Available,None,+91-9084839399,1,0.5822933116494846,1.0
DON_000241,Donor_241,40,Male,O+,"Mumbai, India",19.092554071130884,72.87396337921736,2025-05-15,Unavailable,Diabetes,+91-7920140090,1,0.0631643447272242,0.3
DON_000242,Donor_242,28,Female,B-,"Delhi, India",28.705068281774096,77.09746153247175,2025-08-11,Unavailable,None,+91-9315992115,2,0.4579218298188008,0.0
DON_000243,Donor_243,39,Male,O+,"Chennai, India",13.087400441873683,80.27705661596751,2025-06-24,Unavailable,HIV/AIDS,+91-7568275055,2,0.40719008982707516,0.3
DON_000244,Donor_244,28,Female,O+,"Delhi, India",28.68477832837474,77.0957451882296,2025-06-07,Unavailable,Anemia,+91-9452611418,0,0.7601289798576375,0.3
DON_000245,Donor_245,43,Male,B+,"Hyderabad, India",17.376349285728292,78.48573376329985,2024-12-06,Available,None,+91-9474810179,1,0.019247995864639017,1.0
DON_000246,Donor_246,30,Female,O+,"Bangalore, India",12.981384221120281,77.59982142545934,2025-06-27,Unavailable,Anemia,+91-9030106617,2,0.2665883211680166,0.0
DON_000247,Donor_247,21,Female,B+,"Chennai, India",13.084937483195745,80.2935165183654,2025-06-25,Available,None,+91-8043665192,4,0.27106897986907136,1.0
DON_000248,Donor_248,27,Male,B+,"Delhi, India",28.694576836192613,77.09573004861542,2025-03-24,Unavailable,Anemia,+91-9031403296,2,0.33435196312025867,0.3
DON_000249,Donor_249,25,Female,O+,"Mumbai, India",19.09381798908771,72.88687967670667,2023-09-24,Available,None,+91-8748309234,3,0.5152297100567058,1.0
DON_000250,Donor_250,25,Male,A+,"Mumbai, India",19.067531490338748,72.89019618905297,2025-02-25,Unavailable,Diabetes,+91-7817804383,1,0.749416027304169,0.3
DON_000251,Donor_251,44,Male,B+,"Mumbai, India",19.053935811516162,72.88777443973196,2025-08-05,Unavailable,None,+91-7405126228,0,0.2727688198855108,0.0
DON_000252,Donor_252,19,Female,O+,"Hyderabad, India",17.37432365149399,78.48390431695734,2025-03-19,Available,None,+91-7416314667,1,0.6985334079691484,1.0
DON_000253,Donor_253,23,Male,A+,"Hyderabad, India",17.373623125434495,78.48431889563687,2024-11-11,Available,None,+91-9830309370,3,0.5607793574525867,1.0
DON_000254,Donor_254,35,Female,B+,"Chennai, India",13.091514075289236,80.27791135362546,2025-03-27,Available,None,+91-8851350739,0,0.4282521278854373,1.0
DON_000255,Donor_255,24,Male,O+,"Bangalore, India",12.955711815246799,77.59129879906034,2024-09-12,Unavailable,Malaria,+91-8521696479,2,0.49104652897159445,0.3
DON_000256,Donor_256,32,Male,O+,"Mumbai, India",19.06807701607796,72.8737090114618,2023-06-26,Available,None,+91-8819256337,5,0.7172100841910448,1.0
DON_000257,Donor_257,23,Male,A+,"Chennai, India",13.065318883604547,80.26708537233307,2024-12-11,Unavailable,Anemia,+91-8765670844,3,0.6506315537538622,0.3
DON_000258,Donor_258,39,Male,A-,"Mumbai, India",19.09570864270718,72.87750531300924,2025-04-25,Available,None,+91-9005855667,1,0.3566798211902491,1.0
DON_000259,Donor_259,24,Female,O-,"Hyderabad, India",17.40296360822927,78.4829581972401,2025-03-16,Unavailable,Diabetes,+91-7232663462,2,0.20648207736938695,0.3
DON_000260,Donor_260,33,Female,A+,"Delhi, India",28.698161885919312,77.10084368589683,2025-01-30,Available,None,+91-9892078691,3,0.461186889939961,1.0
DON_000261,Donor_261,35,Male,A+,"Kolkata, India",22.56734120324105,88.36567750106268,2025-05-04,Available,None,+91-9806569935,1,0.36030291965957656,1.0
DON_000262,Donor_262,39,Male,B+,"Bangalore, India",12.964317277975935,77.59540791629722,2025-03-17,Available,None,+91-9775320897,1,0.43327336440259323,1.0
DON_000263,Donor_263,26,Male,O-,"Bangalore, India",12.970860271364057,77.59384334395673,2025-06-05,Unavailable,Hypertension,+91-7422701550,1,0.6217074376643682,0.3
DON_000264,Donor_264,58,Male,B-,"Chennai, India",13.08703505499947,80.27265481731554,2025-03-14,Unavailable,Hypertension,+91-7260329455,0,0.1114600981804721,0.3
DON_000265,Donor_265,33,Male,O-,"Kolkata, India",22.593068621957197,88.35800090702135,2025-07-16,Unavailable,Diabetes,+91-8729245242,0,0.6218691660934836,0.0
DON_000266,Donor_266,45,Male,B+,"Bangalore, India",12.953839882459516,77.60523940987561,2025-05-26,Available,None,+91-8457293575,3,0.38905203741596733,1.0
DON_000267,Donor_267,38,Female,A+,"Chennai, India",13.08562715482142,80.28470399794796,2025-03-09,Available,None,+91-7469306919,3,0.8938016679493519,1.0
DON_000268,Donor_268,41,Male,O+,"Chennai, India",13.053405513099978,80.29122972024503,2025-08-05,Unavailable,None,+91-8067970820,1,0.6857128605755609,0.0
DON_000269,Donor_269,48,Male,B+,"Mumbai, India",19.081963970691177,72.87315452281257,2025-08-07,Unavailable,None,+91-7822873088,4,0.1668470410588382,0.0
DON_000270,Donor_270,32,Male,O+,"Mumbai, India",19.08753590343317,72.89156349397263,2025-04-11,Available,None,+91-7816941039,4,0.9538676092990253,1.0
DON_000271,Donor_271,31,Male,O+,"Delhi, India",28.701965432206496,77.1087074755528,2025-07-16,Unavailable,None,+91-9303329764,3,0.04390855560752067,0.0
DON_000272,Donor_272,47,Male,B+,"Kolkata, India",22.575829745036177,88.36328996028145,2025-08-07,Unavailable,None,+91-8926780541,3,0.4988571368512556,0.0
DON_000273,Donor_273,41,Male,A+,"Delhi, India",28.693400398434076,77.10752744807492,2025-03-18,Unavailable,Hypertension,+91-7602078388,2,0.4392073281507179,0.3
DON_000274,Donor_274,18,Female,O+,"Chennai, India",13.06438317752794,80.26018690088361,2025-05-22,Available,None,+91-8811967841,2,0.6445113257990099,1.0
DON_000275,Donor_275,52,Male,B+,"Bangalore, India",12.986110014381314,77.60074841397304,2025-03-21,Available,None,+91-7788075126,1,0.7169767184405201,1.0
DON_000276,Donor_276,56,Female,A+,"Bangalore, India",12.953199222554943,77.59427719388951,2025-04-22,Available,None,+91-8196342297,1,0.22402703900060958,1.0
DON_000277,Donor_277,42,Male,B+,"Mumbai, India",19.086743180127158,72.89023088917303,2025-02-25,Available,None,+91-8986972437,3,0.4803754282504424,1.0
DON_000278,Donor_278,39,Male,A+,"Hyderabad, India",17.404203675021446,78.47447104980445,2025-03-21,Available,None,+91-8072910527,1,0.5638540385467231,1.0
DON_000279,Donor_279,35,Male,O+,"Delhi, India",28.71409419032678,77.11509233239788,2024-10-24,Available,None,+91-7323775634,4,0.24324214945928688,1.0
DON_000280,Donor_280,48,Female,AB-,"Chennai, India",13.10319812095786,80.27070682818957,2025-06-21,Unavailable,Anemia,+91-8903232052,0,0.6061793505716271,0.3
DON_000281,Donor_281,44,Female,O+,"Delhi, India",28.708269295032647,77.11444762861878,2025-07-09,Unavailable,Tuberculosis,+91-9363629219,4,0.3519435094523488,0.0
DON_000282,Donor_282,45,Male,O+,"Bangalore, India",12.969240300127892,77.60204185710315,2025-06-14,Available,None,+91-7420514789,2,0.27109136805295203,1.0
DON_000283,Donor_283,40,Female,O+,"Kolkata, India",22.568059664196806,88.36648661147855,2025-05-27,Available,None,+91-7217275224,0,0.6070761795868577,1.0
DON_000284,Donor_284,37,Male,O-,"Hyderabad, India",17.388733485597115,78.48982378210466,2024-12-03,Available,None,+91-9800940984,4,0.22550822336822537,1.0
DON_000285,Donor_285,49,Female,AB+,"Kolkata, India",22.584112196407858,88.36325311394968,2025-06-14,Unavailable,Anemia,+91-9321807489,0,0.14547339443920762,0.3
DON_000286,Donor_286,35,Male,A+,"Bangalore, India",12.98435390737999,77.59308285566422,2024-09-14,Available,None,+91-7063384488,2,0.7645952627182491,1.0
DON_000287,Donor_287,41,Male,AB+,"Chennai, India",13.084572955498233,80.26153679080927,2025-01-18,Available,None,+91-7400560567,2,0.6301219017963381,1.0
DON_000288,Donor_288,24,Female,O+,"Chennai, India",13.085510092502819,80.24937404373846,2025-05-23,Available,None,+91-8015242176,0,0.5698673761934718,1.0
DON_000289,Donor_289,47,Male,B+,"Mumbai, India",19.09345871336135,72.87147965194445,2023-08-21,Available,None,+91-7714300770,0,0.8042184703334011,1.0
DON_000290,Donor_290,41,Female,A+,"Delhi, India",28.700394172375994,77.0890195288806,2025-05-02,Available,None,+91-8745535098,2,0.6581363983752028,1.0
DON_000291,Donor_291,26,Male,O+,"Chennai, India",13.06780362578564,80.26484072326683,2024-05-02,Available,None,+91-9085812759,0,0.8218815223431135,1.0
DON_000292,Donor_292,38,Male,AB-,"Mumbai, India",19.077034381293082,72.89812076040144,2025-08-11,Unavailable,None,+91-9067418686,0,0.7702603672388165,0.0
DON_000293,Donor_293,38,Male,A-,"Chennai, India",13.077528629195513,80.28071824853683,2025-06-30,Unavailable,None,+91-7918037633,2,0.7948258570283416,0.0
DON_000294,Donor_294,29,Male,O+,"Mumbai, India",19.075840821549978,72.88686010319792,2025-07-04,Unavailable,None,+91-8722454917,1,0.7550217845384709,0.0
DON_000295,Donor_295,26,Female,O+,"Delhi, India",28.707296326759174,77.10431062742772,2025-06-18,Available,None,+91-7251837136,1,0.6300831395951867,1.0
DON_000296,Donor_296,50,Male,B-,"Mumbai, India",19.069607694387198,72.86879110388058,2024-09-01,Available,None,+91-7707111048,1,0.7247471335185436,1.0
DON_000297,Donor_297,24,Male,B+,"Mumbai, India",19.08020191542895,72.87549357249884,2025-01-21,Available,None,+91-8627677155,2,0.36974652608658504,1.0
DON_000298,Donor_298,26,Male,O+,"Delhi, India",28.700101009378688,77.10519294752581,2024-02-07,Unavailable,Malaria,+91-7009257255,1,0.6834322202150193,0.3
DON_000299,Donor_299,34,Female,B+,"Bangalore, India",12.957370250747383,77.59757604942797,2025-07-13,Unavailable,None,+91-8676848676,5,0.3605347909989489,0.0
DON_000300,Donor_300,21,Female,B+,"Mumbai, India",19.090102138048145,72.87624923404297,2025-07-12,Unavailable,None,+91-8139038460,2,0.14074378311645944,0.0
DON_000301,Donor_301,31,Female,O+,"Chennai, India",13.074806614942805,80.26008706468289,2025-06-13,Available,None,+91-8954246074,2,0.718343267458932,1.0
DON_000302,Donor_302,34,Male,B-,"Mumbai, India",19.08925969970475,72.8711719151583,2023-12-22,Available,None,+91-8225136114,4,0.49097901428695323,1.0
DON_000303,Donor_303,39,Female,A+,"Hyderabad, India",17.392870308368718,78.4860592223585,2025-08-11,Unavailable,None,+91-8816803306,1,0.5014440544052589,0.0
DON_000304,Donor_304,41,Male,B+,"Hyderabad, India",17.398934545275246,78.49380549102298,2025-03-22,Unavailable,Diabetes,+91-9991837720,2,0.266767286031027,0.3
DON_000305,Donor_305,40,Male,O+,"Delhi, India",28.70628534042411,77.10133489621654,2025-01-31,Available,None,+91-9387006772,3,0.8382019792335429,1.0
DON_000306,Donor_306,54,Male,A-,"Chennai, India",13.090226823152861,80.25882534598261,2024-02-01,Available,None,+91-9842715617,4,0.30618202817085666,1.0
DON_000307,Donor_307,37,Male,A+,"Bangalore, India",12.966103954153352,77.58863025713279,2024-12-27,Unavailable,Diabetes,+91-9090237817,3,0.5311063909012741,0.3
DON_000308,Donor_308,18,Female,B+,"Hyderabad, India",17.37919351697446,78.48058614752611,2025-08-04,Unavailable,Diabetes,+91-7664847319,2,0.750731898299252,0.0
DON_000309,Donor_309,33,Male,O-,"Chennai, India",13.086331156277446,80.29554969953587,2025-05-10,Unavailable,Malaria,+91-7815605132,3,0.5795723073745327,0.3
DON_000310,Donor_310,50,Female,O+,"Delhi, India",28.68352033246603,77.10606216709814,2025-03-01,Unavailable,Tuberculosis,+91-8274350418,4,0.4435429545092929,0.3
DON_000311,Donor_311,18,Female,O+,"Mumbai, India",19.07405323337642,72.85704916953745,2025-05-09,Available,None,+91-7935018220,1,0.4182776162152052,1.0
DON_000312,Donor_312,35,Female,O+,"Bangalore, India",12.971780168720445,77.59932630345844,2025-06-08,Unavailable,Hepatitis,+91-7251183830,0,0.6886842588738786,0.3
DON_000313,Donor_313,18,Male,B+,"Mumbai, India",19.077986800095474,72.8894754472477,2025-07-31,Unavailable,Hypertension,+91-9487560384,1,0.7870936891455845,0.0
DON_000314,Donor_314,32,Male,B+,"Mumbai, India",19.078805323405554,72.88786093521648,2025-05-05,Available,None,+91-9328710672,2,0.6195812932308497,1.0
DON_000315,Donor_315,22,Female,B+,"Bangalore, India",12.979258782794806,77.58689617061283,2024-12-08,Available,None,+91-7261810763,2,0.6298419993573398,1.0
DON_000316,Donor_316,20,Female,B+,"Bangalore, India",12.986221959387176,77.59908635764515,2025-08-02,Unavailable,None,+91-8346922426,3,0.5472662122469637,0.0
DON_000317,Donor_317,46,Female,O-,"Bangalore, India",12.964552715643892,77.60023135455168,2025-07-26,Unavailable,None,+91-7245522987,3,0.3537253754257827,0.0
DON_000318,Donor_318,19,Male,B+,"Delhi, India",28.717211674978028,77.10025681029123,2025-07-23,Unavailable,Cancer,+91-7215359682,1,0.7409553677190581,0.0
DON_000319,Donor_319,45,Male,AB+,"Mumbai, India",19.08370250447971,72.8836549089764,2024-04-14,Unavailable,Diabetes,+91-9509023674,4,0.3455344216539306,0.3
DON_000320,Donor_320,27,Female,O+,"Delhi, India",28.697337587917577,77.09155635202451,2025-06-22,Available,None,+91-9047791082,5,0.7049534852211917,1.0
DON_000321,Donor_321,27,Female,B+,"Chennai, India",13.081326890342112,80.28754348516125,2025-07-05,Unavailable,None,+91-9159725924,2,0.8096995040453558,0.0
DON_000322,Donor_322,47,Male,A+,"Delhi, India",28.70666221836082,77.1073343989193,2025-04-16,Available,None,+91-9281169403,2,0.5374329308718128,1.0
DON_000323,Donor_323,51,Female,B+,"Bangalore, India",12.971254782001687,77.6045016623896,2025-05-25,Unavailable,Tuberculosis,+91-7676168421,1,0.7178389542159578,0.3
DON_000324,Donor_324,32,Male,AB+,"Bangalore, India",12.98146376505906,77.58748026772741,2025-08-10,Unavailable,Tuberculosis,+91-7244295904,2,0.28601352450174483,0.0
DON_000325,Donor_325,18,Male,B+,"Kolkata, India",22.57538348634645,88.35880786637401,2025-06-06,Unavailable,Cancer,+91-9181106786,1,0.5376820863085005,0.3
DON_000326,Donor_326,24,Male,O+,"Chennai, India",13.092065041167306,80.24683070129805,2025-07-26,Unavailable,None,+91-7344076115,2,0.40983018490503403,0.0
DON_000327,Donor_327,29,Female,O-,"Delhi, India",28.69616213475981,77.10399356201467,2025-03-02,Unavailable,Hepatitis,+91-7798112150,3,0.10944083185042976,0.3
DON_000328,Donor_328,32,Male,O+,"Delhi, India",28.70434763538096,77.12106647436562,2025-08-04,Unavailable,None,+91-7294296873,5,0.3050404077754158,0.0
DON_000329,Donor_329,29,Female,AB-,"Delhi, India",28.705602886315766,77.1218194037476,2025-04-03,Available,None,+91-9555656321,1,0.8221717293166371,1.0
DON_000330,Donor_330,50,Male,B+,"Delhi, India",28.696888154431488,77.10414294765371,2025-05-11,Unavailable,Hypertension,+91-7291889680,3,0.5351220266077727,0.3
DON_000331,Donor_331,61,Male,A-,"Bangalore, India",12.979195148874862,77.59168241367742,2024-08-27,Available,None,+91-9900015820,4,0.6702180576382488,1.0
DON_000332,Donor_332,34,Male,B+,"Chennai, India",13.07048922535912,80.25048201360039,2025-06-24,Unavailable,Diabetes,+91-8010193046,0,0.8725611725499957,0.3
DON_000333,Donor_333,33,Male,O+,"Kolkata, India",22.574050806495094,88.35732212610705,2025-05-17,Available,None,+91-8734202799,3,0.38676891600164404,1.0
DON_000334,Donor_334,25,Female,O+,"Hyderabad, India",17.369728321434106,78.48287772761434,2025-05-01,Available,None,+91-7514909066,0,0.4191662602735913,1.0
DON_000335,Donor_335,26,Male,O+,"Delhi, India",28.704543587975156,77.08504292567142,2025-01-13,Available,None,+91-9446737272,3,0.2588546211790924,1.0
DON_000336,Donor_336,40,Female,B+,"Chennai, India",13.07193320872529,80.28007066875102,2025-06-14,Available,None,+91-8057486868,1,0.36854268257283435,1.0
